SearchBayesianSkopt: Resuming 'ItemKNN_CFCBF_HybridRecommender_mixed_tversky' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 404, 'shrink': 245, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.392927588112716, 'tversky_beta': 1.8133639822586698, 'ICM_weight': 1.1671118619726781} - results: PRECISION: 0.2118492, PRECISION_RECALL_MIN_DEN: 0.2134709, RECALL: 0.0463237, MAP: 0.1033523, MAP_MIN_DEN: 0.1041096, MRR: 0.4445567, NDCG: 0.2225481, F1: 0.0760238, HIT_RATE: 0.8748350, ARHR_ALL_HITS: 0.6748431, NOVELTY: 0.0052039, AVERAGE_POPULARITY: 0.7317080, DIVERSITY_MEAN_INTER_LIST: 0.6669775, DIVERSITY_HERFINDAHL: 0.9666929, COVERAGE_ITEM: 0.0306772, COVERAGE_ITEM_CORRECT: 0.0134559, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8740659, DIVERSITY_GINI: 0.0019128, SHANNON_ENTROPY: 5.3613456, RATIO_DIVERSITY_HERFINDAHL: 0.9670658, RATIO_DIVERSITY_GINI: 0.0077229, RATIO_SHANNON_ENTROPY: 0.4327394, RATIO_AVERAGE_POPULARITY: 3.5719243, RATIO_NOVELTY: 0.0306078, 
CUTOFF: 10 - PRECISION: 0.3842680, PRECISION_RECALL_MIN_DEN: 0.3857901, RECALL: 0.0675400, MAP: 0.2367063, MAP_MIN_DEN: 0.2375295, MRR: 0.6412861, NDCG: 0.4005999, F1: 0.1148871, HIT_RATE: 0.9667180, ARHR_ALL_HITS: 1.2114727, NOVELTY: 0.0054623, AVERAGE_POPULARITY: 0.5753844, DIVERSITY_MEAN_INTER_LIST: 0.8937932, DIVERSITY_HERFINDAHL: 0.9893728, COVERAGE_ITEM: 0.0565923, COVERAGE_ITEM_CORRECT: 0.0392048, COVERAGE_USER: 0.9993407, COVERAGE_USER_CORRECT: 0.9660806, DIVERSITY_GINI: 0.0078532, SHANNON_ENTROPY: 7.4450341, RATIO_DIVERSITY_HERFINDAHL: 0.9897544, RATIO_DIVERSITY_GINI: 0.0316793, RATIO_SHANNON_ENTROPY: 0.6008813, RATIO_AVERAGE_POPULARITY: 2.8316811, RATIO_NOVELTY: 0.0257000, 

SearchBayesianSkopt: Extending previous number of cases from 200 to 250.
SearchBayesianSkopt: Config 200 is suboptimal. Config: {'topK': 252, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 1.095001053679378, 'ICM_weight': 0.1} - results: PRECISION: 0.2095821, PRECISION_RECALL_MIN_DEN: 0.2111118, RECALL: 0.0455743, MAP: 0.1026788, MAP_MIN_DEN: 0.1033878, MRR: 0.4452484, NDCG: 0.2210731, F1: 0.0748683, HIT_RATE: 0.8704545, ARHR_ALL_HITS: 0.6730175, NOVELTY: 0.0051674, AVERAGE_POPULARITY: 0.7474052, DIVERSITY_MEAN_INTER_LIST: 0.6457518, DIVERSITY_HERFINDAHL: 0.9645704, COVERAGE_ITEM: 0.0209314, COVERAGE_ITEM_CORRECT: 0.0084722, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8698168, DIVERSITY_GINI: 0.0016157, SHANNON_ENTROPY: 5.1955993, RATIO_DIVERSITY_HERFINDAHL: 0.9649428, RATIO_DIVERSITY_GINI: 0.0065239, RATIO_SHANNON_ENTROPY: 0.4193712, RATIO_AVERAGE_POPULARITY: 3.6672055, RATIO_NOVELTY: 0.0303937, 
SearchBayesianSkopt: Config 201 is suboptimal. Config: {'topK': 597, 'shrink': 251, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6421856425921262, 'tversky_beta': 1.3631299900794733, 'ICM_weight': 0.1} - results: PRECISION: 0.2079326, PRECISION_RECALL_MIN_DEN: 0.2094596, RECALL: 0.0451947, MAP: 0.1012199, MAP_MIN_DEN: 0.1018142, MRR: 0.4364323, NDCG: 0.2184144, F1: 0.0742508, HIT_RATE: 0.8695015, ARHR_ALL_HITS: 0.6624562, NOVELTY: 0.0051765, AVERAGE_POPULARITY: 0.7466159, DIVERSITY_MEAN_INTER_LIST: 0.6241580, DIVERSITY_HERFINDAHL: 0.9624112, COVERAGE_ITEM: 0.0259704, COVERAGE_ITEM_CORRECT: 0.0104657, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8688645, DIVERSITY_GINI: 0.0015938, SHANNON_ENTROPY: 5.1041828, RATIO_DIVERSITY_HERFINDAHL: 0.9627828, RATIO_DIVERSITY_GINI: 0.0064354, RATIO_SHANNON_ENTROPY: 0.4119924, RATIO_AVERAGE_POPULARITY: 3.6633329, RATIO_NOVELTY: 0.0304473, 
SearchBayesianSkopt: Config 202 is suboptimal. Config: {'topK': 887, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'ICM_weight': 0.23337726559694733} - results: PRECISION: 0.1975073, PRECISION_RECALL_MIN_DEN: 0.1989048, RECALL: 0.0419017, MAP: 0.0969148, MAP_MIN_DEN: 0.0975626, MRR: 0.4345112, NDCG: 0.2103444, F1: 0.0691360, HIT_RATE: 0.8497801, ARHR_ALL_HITS: 0.6458255, NOVELTY: 0.0051357, AVERAGE_POPULARITY: 0.7696702, DIVERSITY_MEAN_INTER_LIST: 0.5540246, DIVERSITY_HERFINDAHL: 0.9553984, COVERAGE_ITEM: 0.0128468, COVERAGE_ITEM_CORRECT: 0.0039869, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8491575, DIVERSITY_GINI: 0.0012085, SHANNON_ENTROPY: 4.6910667, RATIO_DIVERSITY_HERFINDAHL: 0.9557672, RATIO_DIVERSITY_GINI: 0.0048797, RATIO_SHANNON_ENTROPY: 0.3786471, RATIO_AVERAGE_POPULARITY: 3.7764506, RATIO_NOVELTY: 0.0302069, 
SearchBayesianSkopt: Config 203 is suboptimal. Config: {'topK': 171, 'shrink': 429, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2125367, PRECISION_RECALL_MIN_DEN: 0.2140036, RECALL: 0.0463863, MAP: 0.1029707, MAP_MIN_DEN: 0.1036286, MRR: 0.4369327, NDCG: 0.2215901, F1: 0.0761523, HIT_RATE: 0.8729472, ARHR_ALL_HITS: 0.6680734, NOVELTY: 0.0052209, AVERAGE_POPULARITY: 0.7152675, DIVERSITY_MEAN_INTER_LIST: 0.7146971, DIVERSITY_HERFINDAHL: 0.9714645, COVERAGE_ITEM: 0.0394263, COVERAGE_ITEM_CORRECT: 0.0166122, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8723077, DIVERSITY_GINI: 0.0023926, SHANNON_ENTROPY: 5.6573001, RATIO_DIVERSITY_HERFINDAHL: 0.9718395, RATIO_DIVERSITY_GINI: 0.0096608, RATIO_SHANNON_ENTROPY: 0.4566382, RATIO_AVERAGE_POPULARITY: 3.5095192, RATIO_NOVELTY: 0.0307082, 
SearchBayesianSkopt: Config 204 is suboptimal. Config: {'topK': 131, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2189003, PRECISION_RECALL_MIN_DEN: 0.2204888, RECALL: 0.0482844, MAP: 0.1067382, MAP_MIN_DEN: 0.1073890, MRR: 0.4483125, NDCG: 0.2282744, F1: 0.0791173, HIT_RATE: 0.8866569, ARHR_ALL_HITS: 0.6885956, NOVELTY: 0.0051987, AVERAGE_POPULARITY: 0.7253932, DIVERSITY_MEAN_INTER_LIST: 0.7126174, DIVERSITY_HERFINDAHL: 0.9712565, COVERAGE_ITEM: 0.0265795, COVERAGE_ITEM_CORRECT: 0.0122930, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8860073, DIVERSITY_GINI: 0.0021470, SHANNON_ENTROPY: 5.6239944, RATIO_DIVERSITY_HERFINDAHL: 0.9716315, RATIO_DIVERSITY_GINI: 0.0086692, RATIO_SHANNON_ENTROPY: 0.4539499, RATIO_AVERAGE_POPULARITY: 3.5592017, RATIO_NOVELTY: 0.0305778, 
SearchBayesianSkopt: Config 205 is suboptimal. Config: {'topK': 101, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6110950100588723, 'tversky_beta': 2.0, 'ICM_weight': 0.2634471175604432} - results: PRECISION: 0.2130132, PRECISION_RECALL_MIN_DEN: 0.2146931, RECALL: 0.0468343, MAP: 0.1026426, MAP_MIN_DEN: 0.1033658, MRR: 0.4371001, NDCG: 0.2218777, F1: 0.0767860, HIT_RATE: 0.8786657, ARHR_ALL_HITS: 0.6677661, NOVELTY: 0.0052518, AVERAGE_POPULARITY: 0.7037627, DIVERSITY_MEAN_INTER_LIST: 0.7355133, DIVERSITY_HERFINDAHL: 0.9735459, COVERAGE_ITEM: 0.0518855, COVERAGE_ITEM_CORRECT: 0.0233678, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8780220, DIVERSITY_GINI: 0.0031023, SHANNON_ENTROPY: 5.9282158, RATIO_DIVERSITY_HERFINDAHL: 0.9739218, RATIO_DIVERSITY_GINI: 0.0125261, RATIO_SHANNON_ENTROPY: 0.4785056, RATIO_AVERAGE_POPULARITY: 3.4530703, RATIO_NOVELTY: 0.0308900, 
SearchBayesianSkopt: Config 206 is suboptimal. Config: {'topK': 415, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'ICM_weight': 0.1} - results: PRECISION: 0.0652419, PRECISION_RECALL_MIN_DEN: 0.0653523, RECALL: 0.0116966, MAP: 0.0245127, MAP_MIN_DEN: 0.0245462, MRR: 0.1637916, NDCG: 0.0668406, F1: 0.0198368, HIT_RATE: 0.4436217, ARHR_ALL_HITS: 0.1998232, NOVELTY: 0.0077517, AVERAGE_POPULARITY: 0.0483328, DIVERSITY_MEAN_INTER_LIST: 0.9972845, DIVERSITY_HERFINDAHL: 0.9997211, COVERAGE_ITEM: 0.6966056, COVERAGE_ITEM_CORRECT: 0.2252063, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.4432967, DIVERSITY_GINI: 0.2673405, SHANNON_ENTROPY: 12.5864037, RATIO_DIVERSITY_HERFINDAHL: 1.0001071, RATIO_DIVERSITY_GINI: 1.0794464, RATIO_SHANNON_ENTROPY: 1.0159320, RATIO_AVERAGE_POPULARITY: 0.2371490, RATIO_NOVELTY: 0.0455941, 
SearchBayesianSkopt: Config 207 is suboptimal. Config: {'topK': 1000, 'shrink': 530, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2037463, PRECISION_RECALL_MIN_DEN: 0.2052441, RECALL: 0.0436192, MAP: 0.0995612, MAP_MIN_DEN: 0.1002942, MRR: 0.4389206, NDCG: 0.2155499, F1: 0.0718552, HIT_RATE: 0.8605572, ARHR_ALL_HITS: 0.6579589, NOVELTY: 0.0051479, AVERAGE_POPULARITY: 0.7615330, DIVERSITY_MEAN_INTER_LIST: 0.5913019, DIVERSITY_HERFINDAHL: 0.9591259, COVERAGE_ITEM: 0.0128468, COVERAGE_ITEM_CORRECT: 0.0063126, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8599267, DIVERSITY_GINI: 0.0013321, SHANNON_ENTROPY: 4.8895381, RATIO_DIVERSITY_HERFINDAHL: 0.9594961, RATIO_DIVERSITY_GINI: 0.0053787, RATIO_SHANNON_ENTROPY: 0.3946670, RATIO_AVERAGE_POPULARITY: 3.7365246, RATIO_NOVELTY: 0.0302791, 
SearchBayesianSkopt: Config 208 is suboptimal. Config: {'topK': 350, 'shrink': 87, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9538491843824263, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2104106, PRECISION_RECALL_MIN_DEN: 0.2119294, RECALL: 0.0459126, MAP: 0.1026873, MAP_MIN_DEN: 0.1033149, MRR: 0.4421145, NDCG: 0.2211398, F1: 0.0753775, HIT_RATE: 0.8751466, ARHR_ALL_HITS: 0.6711504, NOVELTY: 0.0051990, AVERAGE_POPULARITY: 0.7352324, DIVERSITY_MEAN_INTER_LIST: 0.6515551, DIVERSITY_HERFINDAHL: 0.9651507, COVERAGE_ITEM: 0.0315078, COVERAGE_ITEM_CORRECT: 0.0138435, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8745055, DIVERSITY_GINI: 0.0018622, SHANNON_ENTROPY: 5.3004437, RATIO_DIVERSITY_HERFINDAHL: 0.9655233, RATIO_DIVERSITY_GINI: 0.0075190, RATIO_SHANNON_ENTROPY: 0.4278339, RATIO_AVERAGE_POPULARITY: 3.6074785, RATIO_NOVELTY: 0.0305797, 
SearchBayesianSkopt: Config 209 is suboptimal. Config: {'topK': 1000, 'shrink': 551, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2096701, PRECISION_RECALL_MIN_DEN: 0.2110795, RECALL: 0.0451868, MAP: 0.1017910, MAP_MIN_DEN: 0.1023966, MRR: 0.4352130, NDCG: 0.2193270, F1: 0.0743501, HIT_RATE: 0.8713343, ARHR_ALL_HITS: 0.6632884, NOVELTY: 0.0052040, AVERAGE_POPULARITY: 0.7214759, DIVERSITY_MEAN_INTER_LIST: 0.6786975, DIVERSITY_HERFINDAHL: 0.9678648, COVERAGE_ITEM: 0.0270779, COVERAGE_ITEM_CORRECT: 0.0112409, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8706960, DIVERSITY_GINI: 0.0018387, SHANNON_ENTROPY: 5.3555075, RATIO_DIVERSITY_HERFINDAHL: 0.9682384, RATIO_DIVERSITY_GINI: 0.0074243, RATIO_SHANNON_ENTROPY: 0.4322785, RATIO_AVERAGE_POPULARITY: 3.5399812, RATIO_NOVELTY: 0.0306090, 
SearchBayesianSkopt: Config 210 is suboptimal. Config: {'topK': 182, 'shrink': 604, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2120894, PRECISION_RECALL_MIN_DEN: 0.2135729, RECALL: 0.0462592, MAP: 0.1028952, MAP_MIN_DEN: 0.1035227, MRR: 0.4369119, NDCG: 0.2212838, F1: 0.0759523, HIT_RATE: 0.8725806, ARHR_ALL_HITS: 0.6675561, NOVELTY: 0.0052141, AVERAGE_POPULARITY: 0.7187247, DIVERSITY_MEAN_INTER_LIST: 0.7076979, DIVERSITY_HERFINDAHL: 0.9707646, COVERAGE_ITEM: 0.0379312, COVERAGE_ITEM_CORRECT: 0.0155601, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8719414, DIVERSITY_GINI: 0.0022697, SHANNON_ENTROPY: 5.5960472, RATIO_DIVERSITY_HERFINDAHL: 0.9711394, RATIO_DIVERSITY_GINI: 0.0091646, RATIO_SHANNON_ENTROPY: 0.4516940, RATIO_AVERAGE_POPULARITY: 3.5264822, RATIO_NOVELTY: 0.0306681, 
SearchBayesianSkopt: Config 211 is suboptimal. Config: {'topK': 144, 'shrink': 320, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2287537, PRECISION_RECALL_MIN_DEN: 0.2306249, RECALL: 0.0513124, MAP: 0.1123735, MAP_MIN_DEN: 0.1130989, MRR: 0.4598286, NDCG: 0.2379033, F1: 0.0838224, HIT_RATE: 0.8999267, ARHR_ALL_HITS: 0.7156065, NOVELTY: 0.0052847, AVERAGE_POPULARITY: 0.6786289, DIVERSITY_MEAN_INTER_LIST: 0.7819714, DIVERSITY_HERFINDAHL: 0.9781914, COVERAGE_ITEM: 0.0307880, COVERAGE_ITEM_CORRECT: 0.0202115, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8992674, DIVERSITY_GINI: 0.0033366, SHANNON_ENTROPY: 6.2299479, RATIO_DIVERSITY_HERFINDAHL: 0.9785690, RATIO_DIVERSITY_GINI: 0.0134721, RATIO_SHANNON_ENTROPY: 0.5028604, RATIO_AVERAGE_POPULARITY: 3.3297490, RATIO_NOVELTY: 0.0310834, 
SearchBayesianSkopt: Config 212 is suboptimal. Config: {'topK': 398, 'shrink': 67, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7388521198062349, 'tversky_beta': 1.0878490169252248, 'ICM_weight': 10000.0} - results: PRECISION: 0.2120015, PRECISION_RECALL_MIN_DEN: 0.2135400, RECALL: 0.0463326, MAP: 0.1029776, MAP_MIN_DEN: 0.1036194, MRR: 0.4381918, NDCG: 0.2216940, F1: 0.0760455, HIT_RATE: 0.8756598, ARHR_ALL_HITS: 0.6698775, NOVELTY: 0.0052145, AVERAGE_POPULARITY: 0.7245532, DIVERSITY_MEAN_INTER_LIST: 0.6780358, DIVERSITY_HERFINDAHL: 0.9677986, COVERAGE_ITEM: 0.0340550, COVERAGE_ITEM_CORRECT: 0.0150064, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8750183, DIVERSITY_GINI: 0.0020666, SHANNON_ENTROPY: 5.4511016, RATIO_DIVERSITY_HERFINDAHL: 0.9681722, RATIO_DIVERSITY_GINI: 0.0083442, RATIO_SHANNON_ENTROPY: 0.4399945, RATIO_AVERAGE_POPULARITY: 3.5550804, RATIO_NOVELTY: 0.0306705, 
SearchBayesianSkopt: Config 213 is suboptimal. Config: {'topK': 850, 'shrink': 306, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2102493, PRECISION_RECALL_MIN_DEN: 0.2116471, RECALL: 0.0453358, MAP: 0.1019737, MAP_MIN_DEN: 0.1025936, MRR: 0.4354536, NDCG: 0.2197899, F1: 0.0745882, HIT_RATE: 0.8722874, ARHR_ALL_HITS: 0.6643083, NOVELTY: 0.0052162, AVERAGE_POPULARITY: 0.7149067, DIVERSITY_MEAN_INTER_LIST: 0.6918515, DIVERSITY_HERFINDAHL: 0.9691801, COVERAGE_ITEM: 0.0285730, COVERAGE_ITEM_CORRECT: 0.0127914, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8716484, DIVERSITY_GINI: 0.0019690, SHANNON_ENTROPY: 5.4458723, RATIO_DIVERSITY_HERFINDAHL: 0.9695542, RATIO_DIVERSITY_GINI: 0.0079502, RATIO_SHANNON_ENTROPY: 0.4395724, RATIO_AVERAGE_POPULARITY: 3.5077489, RATIO_NOVELTY: 0.0306806, 
SearchBayesianSkopt: Config 214 is suboptimal. Config: {'topK': 1000, 'shrink': 889, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.750597685044698, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2082991, PRECISION_RECALL_MIN_DEN: 0.2096678, RECALL: 0.0447948, MAP: 0.1012543, MAP_MIN_DEN: 0.1018450, MRR: 0.4352083, NDCG: 0.2183600, F1: 0.0737333, HIT_RATE: 0.8684751, ARHR_ALL_HITS: 0.6616240, NOVELTY: 0.0051806, AVERAGE_POPULARITY: 0.7380570, DIVERSITY_MEAN_INTER_LIST: 0.6466389, DIVERSITY_HERFINDAHL: 0.9646591, COVERAGE_ITEM: 0.0243646, COVERAGE_ITEM_CORRECT: 0.0093582, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8678388, DIVERSITY_GINI: 0.0016257, SHANNON_ENTROPY: 5.1707084, RATIO_DIVERSITY_HERFINDAHL: 0.9650316, RATIO_DIVERSITY_GINI: 0.0065640, RATIO_SHANNON_ENTROPY: 0.4173621, RATIO_AVERAGE_POPULARITY: 3.6213378, RATIO_NOVELTY: 0.0304709, 
SearchBayesianSkopt: Config 215 is suboptimal. Config: {'topK': 219, 'shrink': 360, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.4910358289307417, 'ICM_weight': 0.1} - results: PRECISION: 0.2169648, PRECISION_RECALL_MIN_DEN: 0.2184614, RECALL: 0.0474482, MAP: 0.1063894, MAP_MIN_DEN: 0.1070467, MRR: 0.4495709, NDCG: 0.2273106, F1: 0.0778675, HIT_RATE: 0.8802053, ARHR_ALL_HITS: 0.6884853, NOVELTY: 0.0052024, AVERAGE_POPULARITY: 0.7231920, DIVERSITY_MEAN_INTER_LIST: 0.7155198, DIVERSITY_HERFINDAHL: 0.9715467, COVERAGE_ITEM: 0.0261366, COVERAGE_ITEM_CORRECT: 0.0126807, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8795604, DIVERSITY_GINI: 0.0021516, SHANNON_ENTROPY: 5.6288638, RATIO_DIVERSITY_HERFINDAHL: 0.9719218, RATIO_DIVERSITY_GINI: 0.0086876, RATIO_SHANNON_ENTROPY: 0.4543429, RATIO_AVERAGE_POPULARITY: 3.5484017, RATIO_NOVELTY: 0.0305993, 
SearchBayesianSkopt: Config 216 is suboptimal. Config: {'topK': 825, 'shrink': 673, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5198059410566722, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2082185, PRECISION_RECALL_MIN_DEN: 0.2096261, RECALL: 0.0447745, MAP: 0.1011588, MAP_MIN_DEN: 0.1017795, MRR: 0.4345697, NDCG: 0.2182034, F1: 0.0737007, HIT_RATE: 0.8688416, ARHR_ALL_HITS: 0.6606936, NOVELTY: 0.0051780, AVERAGE_POPULARITY: 0.7416167, DIVERSITY_MEAN_INTER_LIST: 0.6413767, DIVERSITY_HERFINDAHL: 0.9641330, COVERAGE_ITEM: 0.0238108, COVERAGE_ITEM_CORRECT: 0.0099673, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8682051, DIVERSITY_GINI: 0.0016117, SHANNON_ENTROPY: 5.1504827, RATIO_DIVERSITY_HERFINDAHL: 0.9645052, RATIO_DIVERSITY_GINI: 0.0065076, RATIO_SHANNON_ENTROPY: 0.4157296, RATIO_AVERAGE_POPULARITY: 3.6388039, RATIO_NOVELTY: 0.0304559, 
SearchBayesianSkopt: Config 217 is suboptimal. Config: {'topK': 573, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1884184400642626, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2098021, PRECISION_RECALL_MIN_DEN: 0.2113347, RECALL: 0.0456620, MAP: 0.1019636, MAP_MIN_DEN: 0.1025762, MRR: 0.4365628, NDCG: 0.2197936, F1: 0.0750007, HIT_RATE: 0.8719941, ARHR_ALL_HITS: 0.6649178, NOVELTY: 0.0052062, AVERAGE_POPULARITY: 0.7339451, DIVERSITY_MEAN_INTER_LIST: 0.6475657, DIVERSITY_HERFINDAHL: 0.9647518, COVERAGE_ITEM: 0.0336120, COVERAGE_ITEM_CORRECT: 0.0141204, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8713553, DIVERSITY_GINI: 0.0018471, SHANNON_ENTROPY: 5.2675483, RATIO_DIVERSITY_HERFINDAHL: 0.9651243, RATIO_DIVERSITY_GINI: 0.0074579, RATIO_SHANNON_ENTROPY: 0.4251787, RATIO_AVERAGE_POPULARITY: 3.6011626, RATIO_NOVELTY: 0.0306215, 
SearchBayesianSkopt: Config 218 is suboptimal. Config: {'topK': 1000, 'shrink': 546, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.8924084244589098, 'ICM_weight': 10000.0} - results: PRECISION: 0.2005718, PRECISION_RECALL_MIN_DEN: 0.2020185, RECALL: 0.0427182, MAP: 0.0982139, MAP_MIN_DEN: 0.0989877, MRR: 0.4365697, NDCG: 0.2128801, F1: 0.0704350, HIT_RATE: 0.8543255, ARHR_ALL_HITS: 0.6513928, NOVELTY: 0.0051409, AVERAGE_POPULARITY: 0.7663395, DIVERSITY_MEAN_INTER_LIST: 0.5692393, DIVERSITY_HERFINDAHL: 0.9569198, COVERAGE_ITEM: 0.0122377, COVERAGE_ITEM_CORRECT: 0.0053159, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8536996, DIVERSITY_GINI: 0.0012566, SHANNON_ENTROPY: 4.7759005, RATIO_DIVERSITY_HERFINDAHL: 0.9572892, RATIO_DIVERSITY_GINI: 0.0050737, RATIO_SHANNON_ENTROPY: 0.3854946, RATIO_AVERAGE_POPULARITY: 3.7601085, RATIO_NOVELTY: 0.0302379, 
SearchBayesianSkopt: Config 219 is suboptimal. Config: {'topK': 519, 'shrink': 847, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 0.1} - results: PRECISION: 0.2068035, PRECISION_RECALL_MIN_DEN: 0.2083141, RECALL: 0.0447257, MAP: 0.1012090, MAP_MIN_DEN: 0.1018818, MRR: 0.4433206, NDCG: 0.2185413, F1: 0.0735456, HIT_RATE: 0.8685484, ARHR_ALL_HITS: 0.6668268, NOVELTY: 0.0051552, AVERAGE_POPULARITY: 0.7565668, DIVERSITY_MEAN_INTER_LIST: 0.6097800, DIVERSITY_HERFINDAHL: 0.9609735, COVERAGE_ITEM: 0.0159477, COVERAGE_ITEM_CORRECT: 0.0071433, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8679121, DIVERSITY_GINI: 0.0014280, SHANNON_ENTROPY: 5.0003659, RATIO_DIVERSITY_HERFINDAHL: 0.9613445, RATIO_DIVERSITY_GINI: 0.0057657, RATIO_SHANNON_ENTROPY: 0.4036127, RATIO_AVERAGE_POPULARITY: 3.7121579, RATIO_NOVELTY: 0.0303217, 
SearchBayesianSkopt: Config 220 is suboptimal. Config: {'topK': 582, 'shrink': 352, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2097434, PRECISION_RECALL_MIN_DEN: 0.2112225, RECALL: 0.0456582, MAP: 0.1017782, MAP_MIN_DEN: 0.1024220, MRR: 0.4354294, NDCG: 0.2195092, F1: 0.0749917, HIT_RATE: 0.8723607, ARHR_ALL_HITS: 0.6636088, NOVELTY: 0.0052115, AVERAGE_POPULARITY: 0.7191325, DIVERSITY_MEAN_INTER_LIST: 0.6840996, DIVERSITY_HERFINDAHL: 0.9684049, COVERAGE_ITEM: 0.0300681, COVERAGE_ITEM_CORRECT: 0.0131790, COVERAGE_USER: 0.9992674, COVERAGE_USER_CORRECT: 0.8717216, DIVERSITY_GINI: 0.0019450, SHANNON_ENTROPY: 5.4127555, RATIO_DIVERSITY_HERFINDAHL: 0.9687788, RATIO_DIVERSITY_GINI: 0.0078532, RATIO_SHANNON_ENTROPY: 0.4368994, RATIO_AVERAGE_POPULARITY: 3.5284834, RATIO_NOVELTY: 0.0306529, 
