SearchBayesianSkopt: Extending previous number of cases from 50 to 150.
SearchBayesianSkopt: Search interrupted due to ValueError. The evaluated configurations may have had all the same value.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 1208, 'l1_ratio': 1.046137916765057e-05, 'alpha': 0.5119339467956279} - results: PRECISION: 0.2351565, PRECISION_RECALL_MIN_DEN: 0.2376518, RECALL: 0.0540540, MAP: 0.1152662, MAP_MIN_DEN: 0.1162066, MRR: 0.4636224, NDCG: 0.2435698, F1: 0.0879025, HIT_RATE: 0.9092309, ARHR_ALL_HITS: 0.7279796, NOVELTY: 0.0053084, AVERAGE_POPULARITY: 0.6536793, DIVERSITY_MEAN_INTER_LIST: 0.8141581, DIVERSITY_HERFINDAHL: 0.9814098, COVERAGE_ITEM: 0.0398693, COVERAGE_ITEM_CORRECT: 0.0240323, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9084982, DIVERSITY_GINI: 0.0042627, SHANNON_ENTROPY: 6.5586445, RATIO_DIVERSITY_HERFINDAHL: 0.9817884, RATIO_DIVERSITY_GINI: 0.0172122, RATIO_SHANNON_ENTROPY: 0.5293777, RATIO_AVERAGE_POPULARITY: 3.2324266, RATIO_NOVELTY: 0.0312219, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 900, 'l1_ratio': 6.845327505841481e-05, 'alpha': 0.09435527179538643} - results: PRECISION: 0.2391744, PRECISION_RECALL_MIN_DEN: 0.2416447, RECALL: 0.0552772, MAP: 0.1169437, MAP_MIN_DEN: 0.1179061, MRR: 0.4668640, NDCG: 0.2468535, F1: 0.0898001, HIT_RATE: 0.9153164, ARHR_ALL_HITS: 0.7358191, NOVELTY: 0.0054735, AVERAGE_POPULARITY: 0.5669310, DIVERSITY_MEAN_INTER_LIST: 0.8929202, DIVERSITY_HERFINDAHL: 0.9892855, COVERAGE_ITEM: 0.0624066, COVERAGE_ITEM_CORRECT: 0.0397032, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9145788, DIVERSITY_GINI: 0.0086868, SHANNON_ENTROPY: 7.5461896, RATIO_DIVERSITY_HERFINDAHL: 0.9896671, RATIO_DIVERSITY_GINI: 0.0350766, RATIO_SHANNON_ENTROPY: 0.6090869, RATIO_AVERAGE_POPULARITY: 2.8034582, RATIO_NOVELTY: 0.0321931, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 900, 'l1_ratio': 0.00026370110065587564, 'alpha': 0.20307906906656165} - results: PRECISION: 0.2396583, PRECISION_RECALL_MIN_DEN: 0.2422039, RECALL: 0.0553244, MAP: 0.1171501, MAP_MIN_DEN: 0.1181154, MRR: 0.4666217, NDCG: 0.2471254, F1: 0.0898965, HIT_RATE: 0.9151697, ARHR_ALL_HITS: 0.7360467, NOVELTY: 0.0053945, AVERAGE_POPULARITY: 0.6065521, DIVERSITY_MEAN_INTER_LIST: 0.8628483, DIVERSITY_HERFINDAHL: 0.9862785, COVERAGE_ITEM: 0.0508888, COVERAGE_ITEM_CORRECT: 0.0320616, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9144322, DIVERSITY_GINI: 0.0063847, SHANNON_ENTROPY: 7.1163357, RATIO_DIVERSITY_HERFINDAHL: 0.9866589, RATIO_DIVERSITY_GINI: 0.0257810, RATIO_SHANNON_ENTROPY: 0.5743914, RATIO_AVERAGE_POPULARITY: 2.9993839, RATIO_NOVELTY: 0.0317283, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 0.008802409038740158, 'alpha': 0.23279507998774077} - results: PRECISION: 0.2348046, PRECISION_RECALL_MIN_DEN: 0.2372820, RECALL: 0.0541416, MAP: 0.1147898, MAP_MIN_DEN: 0.1157556, MRR: 0.4641888, NDCG: 0.2431830, F1: 0.0879935, HIT_RATE: 0.9099641, ARHR_ALL_HITS: 0.7269167, NOVELTY: 0.0053345, AVERAGE_POPULARITY: 0.6355718, DIVERSITY_MEAN_INTER_LIST: 0.8397455, DIVERSITY_HERFINDAHL: 0.9839684, COVERAGE_ITEM: 0.0419735, COVERAGE_ITEM_CORRECT: 0.0245861, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9092308, DIVERSITY_GINI: 0.0049789, SHANNON_ENTROPY: 6.7949296, RATIO_DIVERSITY_HERFINDAHL: 0.9843480, RATIO_DIVERSITY_GINI: 0.0201041, RATIO_SHANNON_ENTROPY: 0.5484493, RATIO_AVERAGE_POPULARITY: 3.1428852, RATIO_NOVELTY: 0.0313754, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 904, 'l1_ratio': 0.0019119597485898405, 'alpha': 0.768892500460442} - results: PRECISION: 0.2318425, PRECISION_RECALL_MIN_DEN: 0.2340924, RECALL: 0.0527389, MAP: 0.1134190, MAP_MIN_DEN: 0.1143426, MRR: 0.4615731, NDCG: 0.2405210, F1: 0.0859306, HIT_RATE: 0.9059315, ARHR_ALL_HITS: 0.7203647, NOVELTY: 0.0052544, AVERAGE_POPULARITY: 0.6841803, DIVERSITY_MEAN_INTER_LIST: 0.7749923, DIVERSITY_HERFINDAHL: 0.9774936, COVERAGE_ITEM: 0.0323938, COVERAGE_ITEM_CORRECT: 0.0179966, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9052015, DIVERSITY_GINI: 0.0031739, SHANNON_ENTROPY: 6.1674442, RATIO_DIVERSITY_HERFINDAHL: 0.9778706, RATIO_DIVERSITY_GINI: 0.0128159, RATIO_SHANNON_ENTROPY: 0.4978021, RATIO_AVERAGE_POPULARITY: 3.3832530, RATIO_NOVELTY: 0.0309044, 
SearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 900, 'l1_ratio': 0.0005927100418134619, 'alpha': 0.1010530214866628} - results: PRECISION: 0.2397756, PRECISION_RECALL_MIN_DEN: 0.2421655, RECALL: 0.0553943, MAP: 0.1171658, MAP_MIN_DEN: 0.1181130, MRR: 0.4676156, NDCG: 0.2473042, F1: 0.0899970, HIT_RATE: 0.9162695, ARHR_ALL_HITS: 0.7369678, NOVELTY: 0.0054626, AVERAGE_POPULARITY: 0.5720888, DIVERSITY_MEAN_INTER_LIST: 0.8898084, DIVERSITY_HERFINDAHL: 0.9889743, COVERAGE_ITEM: 0.0609115, COVERAGE_ITEM_CORRECT: 0.0385403, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9155311, DIVERSITY_GINI: 0.0083848, SHANNON_ENTROPY: 7.4973602, RATIO_DIVERSITY_HERFINDAHL: 0.9893558, RATIO_DIVERSITY_GINI: 0.0338571, RATIO_SHANNON_ENTROPY: 0.6051456, RATIO_AVERAGE_POPULARITY: 2.8289634, RATIO_NOVELTY: 0.0321292, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 1473, 'l1_ratio': 0.0020779315831486243, 'alpha': 0.9929716330280465} - results: PRECISION: 0.2294523, PRECISION_RECALL_MIN_DEN: 0.2316357, RECALL: 0.0519915, MAP: 0.1125178, MAP_MIN_DEN: 0.1134576, MRR: 0.4600713, NDCG: 0.2386196, F1: 0.0847741, HIT_RATE: 0.9005059, ARHR_ALL_HITS: 0.7161799, NOVELTY: 0.0052316, AVERAGE_POPULARITY: 0.6980269, DIVERSITY_MEAN_INTER_LIST: 0.7526139, DIVERSITY_HERFINDAHL: 0.9752559, COVERAGE_ITEM: 0.0297912, COVERAGE_ITEM_CORRECT: 0.0158370, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.8997802, DIVERSITY_GINI: 0.0027474, SHANNON_ENTROPY: 5.9707930, RATIO_DIVERSITY_HERFINDAHL: 0.9756321, RATIO_DIVERSITY_GINI: 0.0110939, RATIO_SHANNON_ENTROPY: 0.4819295, RATIO_AVERAGE_POPULARITY: 3.4517242, RATIO_NOVELTY: 0.0307704, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 902, 'l1_ratio': 1.2108441404470475e-05, 'alpha': 0.4630092634960587} - results: PRECISION: 0.2360364, PRECISION_RECALL_MIN_DEN: 0.2385607, RECALL: 0.0543053, MAP: 0.1155786, MAP_MIN_DEN: 0.1165286, MRR: 0.4634431, NDCG: 0.2441275, F1: 0.0882962, HIT_RATE: 0.9095975, ARHR_ALL_HITS: 0.7286703, NOVELTY: 0.0053170, AVERAGE_POPULARITY: 0.6489643, DIVERSITY_MEAN_INTER_LIST: 0.8190036, DIVERSITY_HERFINDAHL: 0.9818944, COVERAGE_ITEM: 0.0406446, COVERAGE_ITEM_CORRECT: 0.0250844, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9088645, DIVERSITY_GINI: 0.0044378, SHANNON_ENTROPY: 6.6131374, RATIO_DIVERSITY_HERFINDAHL: 0.9822731, RATIO_DIVERSITY_GINI: 0.0179196, RATIO_SHANNON_ENTROPY: 0.5337760, RATIO_AVERAGE_POPULARITY: 3.2091110, RATIO_NOVELTY: 0.0312726, 
SearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 918, 'l1_ratio': 4.145450280054873e-05, 'alpha': 0.6258292666333668} - results: PRECISION: 0.2345113, PRECISION_RECALL_MIN_DEN: 0.2369575, RECALL: 0.0537228, MAP: 0.1149220, MAP_MIN_DEN: 0.1158579, MRR: 0.4629234, NDCG: 0.2429671, F1: 0.0874192, HIT_RATE: 0.9074712, ARHR_ALL_HITS: 0.7265358, NOVELTY: 0.0052910, AVERAGE_POPULARITY: 0.6638190, DIVERSITY_MEAN_INTER_LIST: 0.8006682, DIVERSITY_HERFINDAHL: 0.9800610, COVERAGE_ITEM: 0.0374329, COVERAGE_ITEM_CORRECT: 0.0223711, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9067399, DIVERSITY_GINI: 0.0038721, SHANNON_ENTROPY: 6.4267286, RATIO_DIVERSITY_HERFINDAHL: 0.9804390, RATIO_DIVERSITY_GINI: 0.0156353, RATIO_SHANNON_ENTROPY: 0.5187301, RATIO_AVERAGE_POPULARITY: 3.2825672, RATIO_NOVELTY: 0.0311198, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 1489, 'l1_ratio': 0.00023762388055303135, 'alpha': 0.8079629117125029} - results: PRECISION: 0.2326930, PRECISION_RECALL_MIN_DEN: 0.2349287, RECALL: 0.0529616, MAP: 0.1140744, MAP_MIN_DEN: 0.1150025, MRR: 0.4628143, NDCG: 0.2414821, F1: 0.0862846, HIT_RATE: 0.9056382, ARHR_ALL_HITS: 0.7234413, NOVELTY: 0.0052665, AVERAGE_POPULARITY: 0.6778446, DIVERSITY_MEAN_INTER_LIST: 0.7826488, DIVERSITY_HERFINDAHL: 0.9782591, COVERAGE_ITEM: 0.0345534, COVERAGE_ITEM_CORRECT: 0.0199347, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9049084, DIVERSITY_GINI: 0.0033944, SHANNON_ENTROPY: 6.2504666, RATIO_DIVERSITY_HERFINDAHL: 0.9786365, RATIO_DIVERSITY_GINI: 0.0137062, RATIO_SHANNON_ENTROPY: 0.5045032, RATIO_AVERAGE_POPULARITY: 3.3519231, RATIO_NOVELTY: 0.0309758, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 1496, 'l1_ratio': 1.000210447274896e-05, 'alpha': 0.41502238349403997} - results: PRECISION: 0.2365496, PRECISION_RECALL_MIN_DEN: 0.2390352, RECALL: 0.0544871, MAP: 0.1158211, MAP_MIN_DEN: 0.1167663, MRR: 0.4635559, NDCG: 0.2444983, F1: 0.0885723, HIT_RATE: 0.9095242, ARHR_ALL_HITS: 0.7294248, NOVELTY: 0.0053265, AVERAGE_POPULARITY: 0.6433096, DIVERSITY_MEAN_INTER_LIST: 0.8266191, DIVERSITY_HERFINDAHL: 0.9826559, COVERAGE_ITEM: 0.0414198, COVERAGE_ITEM_CORRECT: 0.0258597, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9087912, DIVERSITY_GINI: 0.0046858, SHANNON_ENTROPY: 6.6893005, RATIO_DIVERSITY_HERFINDAHL: 0.9830349, RATIO_DIVERSITY_GINI: 0.0189206, RATIO_SHANNON_ENTROPY: 0.5399235, RATIO_AVERAGE_POPULARITY: 3.1811484, RATIO_NOVELTY: 0.0313284, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 1499, 'l1_ratio': 0.0020564898479603585, 'alpha': 0.6799131197344437} - results: PRECISION: 0.2327443, PRECISION_RECALL_MIN_DEN: 0.2350143, RECALL: 0.0530501, MAP: 0.1137996, MAP_MIN_DEN: 0.1147182, MRR: 0.4620084, NDCG: 0.2412453, F1: 0.0864055, HIT_RATE: 0.9066647, ARHR_ALL_HITS: 0.7220078, NOVELTY: 0.0052641, AVERAGE_POPULARITY: 0.6782520, DIVERSITY_MEAN_INTER_LIST: 0.7839990, DIVERSITY_HERFINDAHL: 0.9783942, COVERAGE_ITEM: 0.0335013, COVERAGE_ITEM_CORRECT: 0.0189933, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9059341, DIVERSITY_GINI: 0.0033702, SHANNON_ENTROPY: 6.2494444, RATIO_DIVERSITY_HERFINDAHL: 0.9787716, RATIO_DIVERSITY_GINI: 0.0136084, RATIO_SHANNON_ENTROPY: 0.5044207, RATIO_AVERAGE_POPULARITY: 3.3539380, RATIO_NOVELTY: 0.0309616, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 920, 'l1_ratio': 0.0003832210901257131, 'alpha': 0.38287166178644605} - results: PRECISION: 0.2365569, PRECISION_RECALL_MIN_DEN: 0.2390564, RECALL: 0.0545096, MAP: 0.1156544, MAP_MIN_DEN: 0.1165971, MRR: 0.4629514, NDCG: 0.2444058, F1: 0.0886026, HIT_RATE: 0.9101107, ARHR_ALL_HITS: 0.7288335, NOVELTY: 0.0053316, AVERAGE_POPULARITY: 0.6405030, DIVERSITY_MEAN_INTER_LIST: 0.8293572, DIVERSITY_HERFINDAHL: 0.9829296, COVERAGE_ITEM: 0.0420289, COVERAGE_ITEM_CORRECT: 0.0261366, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9093773, DIVERSITY_GINI: 0.0047983, SHANNON_ENTROPY: 6.7219300, RATIO_DIVERSITY_HERFINDAHL: 0.9833088, RATIO_DIVERSITY_GINI: 0.0193751, RATIO_SHANNON_ENTROPY: 0.5425572, RATIO_AVERAGE_POPULARITY: 3.1672698, RATIO_NOVELTY: 0.0313585, 
SearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 1097, 'l1_ratio': 0.0016170957317447794, 'alpha': 0.1633421166555454} - results: PRECISION: 0.2397536, PRECISION_RECALL_MIN_DEN: 0.2422997, RECALL: 0.0554403, MAP: 0.1171392, MAP_MIN_DEN: 0.1181050, MRR: 0.4681157, NDCG: 0.2473407, F1: 0.0900562, HIT_RATE: 0.9160496, ARHR_ALL_HITS: 0.7371384, NOVELTY: 0.0054030, AVERAGE_POPULARITY: 0.6009935, DIVERSITY_MEAN_INTER_LIST: 0.8693571, DIVERSITY_HERFINDAHL: 0.9869293, COVERAGE_ITEM: 0.0518301, COVERAGE_ITEM_CORRECT: 0.0325046, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9153114, DIVERSITY_GINI: 0.0067165, SHANNON_ENTROPY: 7.1922777, RATIO_DIVERSITY_HERFINDAHL: 0.9873100, RATIO_DIVERSITY_GINI: 0.0271204, RATIO_SHANNON_ENTROPY: 0.5805210, RATIO_AVERAGE_POPULARITY: 2.9718967, RATIO_NOVELTY: 0.0317784, 
SearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 1036, 'l1_ratio': 5.0037206047811844e-05, 'alpha': 0.16714435147130105} - results: PRECISION: 0.2399809, PRECISION_RECALL_MIN_DEN: 0.2425618, RECALL: 0.0554796, MAP: 0.1173330, MAP_MIN_DEN: 0.1183025, MRR: 0.4682661, NDCG: 0.2475982, F1: 0.0901240, HIT_RATE: 0.9167094, ARHR_ALL_HITS: 0.7378036, NOVELTY: 0.0054136, AVERAGE_POPULARITY: 0.5967530, DIVERSITY_MEAN_INTER_LIST: 0.8711406, DIVERSITY_HERFINDAHL: 0.9871077, COVERAGE_ITEM: 0.0535467, COVERAGE_ITEM_CORRECT: 0.0337782, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9159707, DIVERSITY_GINI: 0.0069223, SHANNON_ENTROPY: 7.2284813, RATIO_DIVERSITY_HERFINDAHL: 0.9874884, RATIO_DIVERSITY_GINI: 0.0279514, RATIO_SHANNON_ENTROPY: 0.5834432, RATIO_AVERAGE_POPULARITY: 2.9509274, RATIO_NOVELTY: 0.0318407, 
SearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 1432, 'l1_ratio': 1.0263760424064496e-05, 'alpha': 0.9970238846851988} - results: PRECISION: 0.2316372, PRECISION_RECALL_MIN_DEN: 0.2339083, RECALL: 0.0526676, MAP: 0.1137963, MAP_MIN_DEN: 0.1147438, MRR: 0.4628774, NDCG: 0.2407895, F1: 0.0858218, HIT_RATE: 0.9027788, ARHR_ALL_HITS: 0.7223290, NOVELTY: 0.0052531, AVERAGE_POPULARITY: 0.6860595, DIVERSITY_MEAN_INTER_LIST: 0.7700356, DIVERSITY_HERFINDAHL: 0.9769979, COVERAGE_ITEM: 0.0326707, COVERAGE_ITEM_CORRECT: 0.0187718, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9020513, DIVERSITY_GINI: 0.0031104, SHANNON_ENTROPY: 6.1334326, RATIO_DIVERSITY_HERFINDAHL: 0.9773748, RATIO_DIVERSITY_GINI: 0.0125596, RATIO_SHANNON_ENTROPY: 0.4950569, RATIO_AVERAGE_POPULARITY: 3.3925456, RATIO_NOVELTY: 0.0308966, 
SearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 1107, 'l1_ratio': 0.00011355773147720634, 'alpha': 0.15096322738854573} - results: PRECISION: 0.2400176, PRECISION_RECALL_MIN_DEN: 0.2424692, RECALL: 0.0554008, MAP: 0.1174115, MAP_MIN_DEN: 0.1183589, MRR: 0.4690535, NDCG: 0.2476981, F1: 0.0900226, HIT_RATE: 0.9165628, ARHR_ALL_HITS: 0.7385911, NOVELTY: 0.0054230, AVERAGE_POPULARITY: 0.5917635, DIVERSITY_MEAN_INTER_LIST: 0.8753555, DIVERSITY_HERFINDAHL: 0.9875291, COVERAGE_ITEM: 0.0545988, COVERAGE_ITEM_CORRECT: 0.0343873, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9158242, DIVERSITY_GINI: 0.0072045, SHANNON_ENTROPY: 7.2853533, RATIO_DIVERSITY_HERFINDAHL: 0.9879101, RATIO_DIVERSITY_GINI: 0.0290912, RATIO_SHANNON_ENTROPY: 0.5880336, RATIO_AVERAGE_POPULARITY: 2.9262543, RATIO_NOVELTY: 0.0318964, 
SearchBayesianSkopt: New best config found. Config 83: {'topK': 1139, 'l1_ratio': 6.276359878274636e-05, 'alpha': 0.12289267654724283} - results: PRECISION: 0.2405528, PRECISION_RECALL_MIN_DEN: 0.2429784, RECALL: 0.0555206, MAP: 0.1175905, MAP_MIN_DEN: 0.1185369, MRR: 0.4688520, NDCG: 0.2479662, F1: 0.0902185, HIT_RATE: 0.9171494, ARHR_ALL_HITS: 0.7387391, NOVELTY: 0.0054427, AVERAGE_POPULARITY: 0.5819956, DIVERSITY_MEAN_INTER_LIST: 0.8827138, DIVERSITY_HERFINDAHL: 0.9882649, COVERAGE_ITEM: 0.0580320, COVERAGE_ITEM_CORRECT: 0.0365469, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9164103, DIVERSITY_GINI: 0.0077955, SHANNON_ENTROPY: 7.3940164, RATIO_DIVERSITY_HERFINDAHL: 0.9886461, RATIO_DIVERSITY_GINI: 0.0314773, RATIO_SHANNON_ENTROPY: 0.5968043, RATIO_AVERAGE_POPULARITY: 2.8779526, RATIO_NOVELTY: 0.0320118, 
SearchBayesianSkopt: Config evaluated with evaluator_test. Config: {'topK': 1139, 'l1_ratio': 6.276359878274636e-05, 'alpha': 0.12289267654724283} - results:
CUTOFF: 10 - PRECISION: 0.3004252, PRECISION_RECALL_MIN_DEN: 0.3020839, RECALL: 0.0556747, MAP: 0.1600039, MAP_MIN_DEN: 0.1607736, MRR: 0.5355762, NDCG: 0.3084694, F1: 0.0939404, HIT_RATE: 0.9523495, ARHR_ALL_HITS: 0.9192389, NOVELTY: 0.0054428, AVERAGE_POPULARITY: 0.5819629, DIVERSITY_MEAN_INTER_LIST: 0.8827114, DIVERSITY_HERFINDAHL: 0.9882647, COVERAGE_ITEM: 0.0585857, COVERAGE_ITEM_CORRECT: 0.0375990, COVERAGE_USER: 0.9993407, COVERAGE_USER_CORRECT: 0.9517216, DIVERSITY_GINI: 0.0078044, SHANNON_ENTROPY: 7.3948371, RATIO_DIVERSITY_HERFINDAHL: 0.9886459, RATIO_DIVERSITY_GINI: 0.0315133, RATIO_SHANNON_ENTROPY: 0.5968705, RATIO_AVERAGE_POPULARITY: 2.8777910, RATIO_NOVELTY: 0.0320126, 

SearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 1497, 'l1_ratio': 0.0027798098818491153, 'alpha': 0.2895239421463456} - results: PRECISION: 0.2370042, PRECISION_RECALL_MIN_DEN: 0.2394769, RECALL: 0.0544782, MAP: 0.1156169, MAP_MIN_DEN: 0.1165568, MRR: 0.4635020, NDCG: 0.2445918, F1: 0.0885923, HIT_RATE: 0.9116504, ARHR_ALL_HITS: 0.7289212, NOVELTY: 0.0053410, AVERAGE_POPULARITY: 0.6338940, DIVERSITY_MEAN_INTER_LIST: 0.8390991, DIVERSITY_HERFINDAHL: 0.9839038, COVERAGE_ITEM: 0.0434133, COVERAGE_ITEM_CORRECT: 0.0265242, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9109158, DIVERSITY_GINI: 0.0050892, SHANNON_ENTROPY: 6.8117740, RATIO_DIVERSITY_HERFINDAHL: 0.9842833, RATIO_DIVERSITY_GINI: 0.0205498, RATIO_SHANNON_ENTROPY: 0.5498089, RATIO_AVERAGE_POPULARITY: 3.1345884, RATIO_NOVELTY: 0.0314139, 
SearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 902, 'l1_ratio': 1.0407772903166892e-05, 'alpha': 0.22441422284855786} - results: PRECISION: 0.2392844, PRECISION_RECALL_MIN_DEN: 0.2418302, RECALL: 0.0551662, MAP: 0.1169471, MAP_MIN_DEN: 0.1179133, MRR: 0.4655897, NDCG: 0.2467158, F1: 0.0896614, HIT_RATE: 0.9138500, ARHR_ALL_HITS: 0.7346950, NOVELTY: 0.0053859, AVERAGE_POPULARITY: 0.6111181, DIVERSITY_MEAN_INTER_LIST: 0.8585856, DIVERSITY_HERFINDAHL: 0.9858523, COVERAGE_ITEM: 0.0496705, COVERAGE_ITEM_CORRECT: 0.0308987, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9131136, DIVERSITY_GINI: 0.0061410, SHANNON_ENTROPY: 7.0619897, RATIO_DIVERSITY_HERFINDAHL: 0.9862325, RATIO_DIVERSITY_GINI: 0.0247966, RATIO_SHANNON_ENTROPY: 0.5700049, RATIO_AVERAGE_POPULARITY: 3.0219625, RATIO_NOVELTY: 0.0316781, 
SearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 905, 'l1_ratio': 1.363206596454536e-05, 'alpha': 0.9034813544316511} - results: PRECISION: 0.2319378, PRECISION_RECALL_MIN_DEN: 0.2341770, RECALL: 0.0527700, MAP: 0.1138208, MAP_MIN_DEN: 0.1147605, MRR: 0.4628854, NDCG: 0.2410012, F1: 0.0859783, HIT_RATE: 0.9038786, ARHR_ALL_HITS: 0.7227813, NOVELTY: 0.0052617, AVERAGE_POPULARITY: 0.6811333, DIVERSITY_MEAN_INTER_LIST: 0.7762699, DIVERSITY_HERFINDAHL: 0.9776213, COVERAGE_ITEM: 0.0341104, COVERAGE_ITEM_CORRECT: 0.0197132, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9031502, DIVERSITY_GINI: 0.0032631, SHANNON_ENTROPY: 6.1948111, RATIO_DIVERSITY_HERFINDAHL: 0.9779984, RATIO_DIVERSITY_GINI: 0.0131760, RATIO_SHANNON_ENTROPY: 0.5000110, RATIO_AVERAGE_POPULARITY: 3.3681859, RATIO_NOVELTY: 0.0309476, 
SearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 1007, 'l1_ratio': 1.2254023628072943e-05, 'alpha': 0.35996482923805684} - results: PRECISION: 0.2374588, PRECISION_RECALL_MIN_DEN: 0.2399679, RECALL: 0.0547666, MAP: 0.1161100, MAP_MIN_DEN: 0.1170603, MRR: 0.4637411, NDCG: 0.2451887, F1: 0.0890053, HIT_RATE: 0.9111372, ARHR_ALL_HITS: 0.7308337, NOVELTY: 0.0053395, AVERAGE_POPULARITY: 0.6362720, DIVERSITY_MEAN_INTER_LIST: 0.8337711, DIVERSITY_HERFINDAHL: 0.9833710, COVERAGE_ITEM: 0.0433579, COVERAGE_ITEM_CORRECT: 0.0271333, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9104029, DIVERSITY_GINI: 0.0049746, SHANNON_ENTROPY: 6.7705567, RATIO_DIVERSITY_HERFINDAHL: 0.9837503, RATIO_DIVERSITY_GINI: 0.0200870, RATIO_SHANNON_ENTROPY: 0.5464820, RATIO_AVERAGE_POPULARITY: 3.1463477, RATIO_NOVELTY: 0.0314049, 
SearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 1444, 'l1_ratio': 1.0932263104027122e-05, 'alpha': 0.6077028656851492} - results: PRECISION: 0.2348119, PRECISION_RECALL_MIN_DEN: 0.2372600, RECALL: 0.0538427, MAP: 0.1151295, MAP_MIN_DEN: 0.1160763, MRR: 0.4640308, NDCG: 0.2433786, F1: 0.0875989, HIT_RATE: 0.9088643, ARHR_ALL_HITS: 0.7279967, NOVELTY: 0.0052934, AVERAGE_POPULARITY: 0.6623441, DIVERSITY_MEAN_INTER_LIST: 0.8033984, DIVERSITY_HERFINDAHL: 0.9803340, COVERAGE_ITEM: 0.0375436, COVERAGE_ITEM_CORRECT: 0.0228141, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9081319, DIVERSITY_GINI: 0.0039398, SHANNON_ENTROPY: 6.4513077, RATIO_DIVERSITY_HERFINDAHL: 0.9807121, RATIO_DIVERSITY_GINI: 0.0159083, RATIO_SHANNON_ENTROPY: 0.5207140, RATIO_AVERAGE_POPULARITY: 3.2752735, RATIO_NOVELTY: 0.0311336, 
